;ip;network;network_name;country;city;lat;lon;browser;browser_version;os_family;os_version;mobile
408;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
409;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
410;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
411;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
412;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
413;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
414;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
415;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
416;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
417;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
418;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
419;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
420;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
421;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
422;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
423;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
424;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
425;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
426;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
427;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
428;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 61.0;Windows;7;False
429;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
430;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
431;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
432;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
433;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
434;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
435;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
436;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
437;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
438;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
439;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
440;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
441;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
442;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
443;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
444;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
445;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
446;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
447;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
448;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
449;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
450;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
451;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
452;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
453;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
454;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
455;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
456;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
457;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
458;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
459;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
460;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
461;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
462;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
463;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 60.0;Windows;7;False
464;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
465;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
466;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
467;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
468;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
469;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
470;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
471;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
472;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
473;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
474;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
475;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
476;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
477;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
478;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
479;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
480;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
481;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
482;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
483;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
484;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
485;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
486;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
487;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
488;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
489;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
490;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
491;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
492;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
493;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
494;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
495;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
496;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
497;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
498;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Firefox; 59.0;Windows;7;False
499;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
500;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
501;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
502;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
503;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
504;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
505;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
506;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
507;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
508;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
509;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
510;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
511;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
512;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
513;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
514;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
515;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
516;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
517;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
518;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
519;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
520;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;10;False
521;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;10;False
522;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;10;False
523;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;10;False
524;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;10;False
525;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;10;False
526;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;10;False
527;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;10;False
528;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;10;False
529;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;10;False
530;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
531;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
532;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
533;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
534;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
535;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
536;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
537;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
538;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
539;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
540;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
541;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
542;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
543;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
544;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
545;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
546;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
547;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
548;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
549;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 67.0.3396;Windows;7;False
550;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
551;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
552;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
553;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
554;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
555;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
556;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
557;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
558;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
559;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
560;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
561;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
562;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
563;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
564;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
565;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
566;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
567;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
568;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
569;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
570;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
571;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
572;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
573;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
574;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
575;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
576;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
577;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
578;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
579;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
580;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
581;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
582;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
583;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
584;93.91.166.42;93.91.166.0/24;AVANTEL-TOMSK-NETWORK;Russia;Tomsk;56.49771;84.97437;Chrome; 66.0.3359;Windows;7;False
